layer,channel,type,index,name,value,unit,Standardized_E96,Error_E96_pct,Standardized_E24,Error_E24_pct
layer2,1,feedback_pos,,R2_pos1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,1,feedback_neg,,R2_neg1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,2,input_pos,1.0,R_pos2_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,input_neg,1.0,R_neg2_1,817.840579638084,Ω,825.0,0.8754053711891148,819.9999999999999,0.26403927803037897
layer2,2,input_pos,2.0,R_pos2_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,input_neg,2.0,R_neg2_2,5397.589245111323,Ω,5360.0,0.6964080333709779,5600.0,3.7500214576721125
layer2,2,input_pos,3.0,R_pos2_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,input_neg,3.0,R_neg2_3,531.3713460970189,Ω,536.0,0.8710770606994689,509.99999999999994,4.021922945976263
layer2,2,input_pos,4.0,R_pos2_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,input_neg,4.0,R_neg2_4,666.237048513759,Ω,665.0,0.18567693233490554,680.0,2.065773963928217
layer2,2,input_pos,5.0,R_pos2_5,1094.802388657479,Ω,1100.0,0.47475337982178223,1100.0,0.47475337982178223
layer2,2,input_neg,5.0,R_neg2_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,input_pos,6.0,R_pos2_6,6109.718230793756,Ω,6040.0,1.141103863716132,6200.0,1.477674841880792
layer2,2,input_neg,6.0,R_neg2_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,bias_pos,,R_bias_pos2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,2,bias_neg,,R_bias_neg2,621563.8413516765,Ω,619000.0,0.41248238412663646,620000.0,0.2515978645533354
layer2,2,sampling_pos,,Rin_pos2,1.0,Ω,1.0,0.0,1.0,0.0
layer2,2,sampling_neg,,Rin_neg2,1.0,Ω,1.0,0.0,1.0,0.0
layer2,2,differential_pos,,R1_pos2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,2,differential_neg,,R1_neg2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,2,feedback_pos,,R2_pos2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,2,feedback_neg,,R2_neg2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,3,input_pos,1.0,R_pos3_1,4956.074669244174,Ω,4990.0,0.6845201700925821,5100.0,2.9040186107158656
layer2,3,input_neg,1.0,R_neg3_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,input_pos,2.0,R_pos3_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,input_neg,2.0,R_neg3_2,5673.72590105213,Ω,5620.0,0.9469245076179541,5600.0,1.2994265556335487
layer2,3,input_pos,3.0,R_pos3_3,3811.4794776952263,Ω,3830.0,0.4859142601490006,3900.0,2.322471439838408
layer2,3,input_neg,3.0,R_neg3_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,input_pos,4.0,R_pos3_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,input_neg,4.0,R_neg3_4,3265.2672927561416,Ω,3240.0,0.7738200426101729,3300.0,1.0637018084526015
layer2,3,input_pos,5.0,R_pos3_5,900.8554177081292,Ω,909.0,0.9040942788124114,910.0,1.015099883079532
layer2,3,input_neg,5.0,R_neg3_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,input_pos,6.0,R_pos3_6,20459.88072184571,Ω,20500.0,0.19608754664660338,20000.0,2.2477194666862403
layer2,3,input_neg,6.0,R_neg3_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,bias_pos,,R_bias_pos3,31004.587587767834,Ω,30900.0,0.33732939511537413,30000.0,3.240125626325606
layer2,3,bias_neg,,R_bias_neg3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,3,sampling_pos,,Rin_pos3,1.0,Ω,1.0,0.0,1.0,0.0
layer2,3,sampling_neg,,Rin_neg3,1.0,Ω,1.0,0.0,1.0,0.0
layer2,3,differential_pos,,R1_pos3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,3,differential_neg,,R1_neg3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,3,feedback_pos,,R2_pos3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,3,feedback_neg,,R2_neg3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,4,input_pos,1.0,R_pos4_1,1314.1904896038743,Ω,1300.0,1.0797894001007142,1300.0,1.0797894001007142
layer2,4,input_neg,1.0,R_neg4_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,input_pos,2.0,R_pos4_2,3806.8486542440246,Ω,3830.0,0.6081498861312852,3900.0,2.4469411373138414
layer2,4,input_neg,2.0,R_neg4_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,input_pos,3.0,R_pos4_3,1458.9762670046116,Ω,1470.0,0.7555800080299425,1500.0,2.811816334724431
layer2,4,input_neg,3.0,R_neg4_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,input_pos,4.0,R_pos4_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,input_neg,4.0,R_neg4_4,617.4619691825781,Ω,619.0,0.24908915758132447,620.0,0.4110424518585156
layer2,4,input_pos,5.0,R_pos4_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,input_neg,5.0,R_neg4_5,951.7983350409545,Ω,952.9999999999999,0.12625205516814464,910.0,4.391511678695674
layer2,4,input_pos,6.0,R_pos4_6,670.5829667963982,Ω,665.0,0.8325542211532607,680.0,1.404305458068846
layer2,4,input_neg,6.0,R_neg4_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,bias_pos,,R_bias_pos4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,4,bias_neg,,R_bias_neg4,597524.7118695119,Ω,604000.0,1.0836854111403198,620000.0,3.7613989319652292
layer2,4,sampling_pos,,Rin_pos4,1.0,Ω,1.0,0.0,1.0,0.0
layer2,4,sampling_neg,,Rin_neg4,1.0,Ω,1.0,0.0,1.0,0.0
layer2,4,differential_pos,,R1_pos4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,4,differential_neg,,R1_neg4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,4,feedback_pos,,R2_pos4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,4,feedback_neg,,R2_neg4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,5,input_pos,1.0,R_pos5_1,3985.2204076193525,Ω,4019.9999999999995,0.8727144002914333,3900.0,2.1384114027023298
layer2,5,input_neg,1.0,R_neg5_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,input_pos,2.0,R_pos5_2,2040.2562661188597,Ω,2050.0,0.47757402062416565,2000.0,1.9730985164642285
layer2,5,input_neg,2.0,R_neg5_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,input_pos,3.0,R_pos5_3,2040.7923310403048,Ω,2050.0,0.45118108391761375,2000.0,1.998847723007206
layer2,5,input_neg,3.0,R_neg5_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,input_pos,4.0,R_pos5_4,1380.5775474751028,Ω,1370.0,0.7661682963371241,1300.0,5.836510062217709
layer2,5,input_neg,4.0,R_neg5_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,input_pos,5.0,R_pos5_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,input_neg,5.0,R_neg5_5,13407.754992155702,Ω,13300.0,0.8036766201257763,13000.0,3.0411876738071495
layer2,5,input_pos,6.0,R_pos5_6,729.419246803131,Ω,732.0,0.3538093090057295,750.0,2.8215259313583294
layer2,5,input_neg,6.0,R_neg5_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,bias_pos,,R_bias_pos5,21868.682708099794,Ω,22100.0,1.0577559471130389,22000.0,0.6004810333251971
layer2,5,bias_neg,,R_bias_neg5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,5,sampling_pos,,Rin_pos5,1.0,Ω,1.0,0.0,1.0,0.0
layer2,5,sampling_neg,,Rin_neg5,1.0,Ω,1.0,0.0,1.0,0.0
layer2,5,differential_pos,,R1_pos5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,5,differential_neg,,R1_neg5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,5,feedback_pos,,R2_pos5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,5,feedback_neg,,R2_neg5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,6,input_pos,1.0,R_pos6_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_neg,1.0,R_neg6_1,1164.0975484117355,Ω,1150.0,1.2110280990600675,1200.0,3.084144592285147
layer2,6,input_pos,2.0,R_pos6_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_neg,2.0,R_neg6_2,601.5945546586636,Ω,604.0,0.39984493255615217,620.0,3.0594434738159175
layer2,6,input_pos,3.0,R_pos6_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_neg,3.0,R_neg6_3,1001.7300324254948,Ω,1000.0,0.17270445823669855,1000.0,0.17270445823669855
layer2,6,input_pos,4.0,R_pos6_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_neg,4.0,R_neg6_4,40627.93900681139,Ω,40199.99999999999,1.0533121228218236,39000.0,4.006944596767424
layer2,6,input_pos,5.0,R_pos6_5,877.0494631336584,Ω,886.9999999999999,1.1345468282699456,910.0,3.756975889205933
layer2,6,input_neg,5.0,R_neg6_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_pos,6.0,R_pos6_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,input_neg,6.0,R_neg6_6,3507.4398600554323,Ω,3480.0,0.7823330163955721,3600.0,2.638965845108029
layer2,6,bias_pos,,R_bias_pos6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer2,6,bias_neg,,R_bias_neg6,304100.7965519026,Ω,301000.0,1.0196607792749972,300000.0,1.3484991155564756
layer2,6,sampling_pos,,Rin_pos6,1.0,Ω,1.0,0.0,1.0,0.0
layer2,6,sampling_neg,,Rin_neg6,1.0,Ω,1.0,0.0,1.0,0.0
layer2,6,differential_pos,,R1_pos6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,6,differential_neg,,R1_neg6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer2,6,feedback_pos,,R2_pos6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer2,6,feedback_neg,,R2_neg6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,1,input_pos,1.0,R_pos1_1,5505.144661588657,Ω,5490.0,0.27510015666485094,5600.0,1.723030805587766
layer3,1,input_neg,1.0,R_neg1_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_pos,2.0,R_pos1_2,951.1639688737483,Ω,952.9999999999999,0.19302992820738973,910.0,4.327746868133541
layer3,1,input_neg,2.0,R_neg1_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_pos,3.0,R_pos1_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_neg,3.0,R_neg1_3,4604.143566089274,Ω,4640.0,0.7787861824035665,4700.0,2.081960141658785
layer3,1,input_pos,4.0,R_pos1_4,1810.0127142666802,Ω,1820.0,0.5517798662185716,1800.0,0.5531847476959183
layer3,1,input_neg,4.0,R_neg1_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_pos,5.0,R_pos1_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_neg,5.0,R_neg1_5,4850.236668959203,Ω,4870.0,0.40747147798538796,4700.0,3.0975121259689273
layer3,1,input_pos,6.0,R_pos1_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,input_neg,6.0,R_neg1_6,227.48101208154446,Ω,225.99999999999997,0.6510486602783347,220.00000000000003,3.2886314392089737
layer3,1,bias_pos,,R_bias_pos1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,1,bias_neg,,R_bias_neg1,35563.50791640606,Ω,35700.0,0.3837981447577473,36000.0,1.2273594737052913
layer3,1,sampling_pos,,Rin_pos1,1.0,Ω,1.0,0.0,1.0,0.0
layer3,1,sampling_neg,,Rin_neg1,1.0,Ω,1.0,0.0,1.0,0.0
layer3,1,differential_pos,,R1_pos1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,1,differential_neg,,R1_neg1,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,1,feedback_pos,,R2_pos1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,1,feedback_neg,,R2_neg1,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,2,input_pos,1.0,R_pos2_1,11828.104817712177,Ω,11800.0,0.23761048913002086,12000.0,1.4532774686813348
layer3,2,input_neg,1.0,R_neg2_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_pos,2.0,R_pos2_2,6295.544168994741,Ω,6340.0,0.7061475515365581,6200.0,1.5176475048065206
layer3,2,input_neg,2.0,R_neg2_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_pos,3.0,R_pos2_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_neg,3.0,R_neg2_3,482.3477986167949,Ω,487.0,0.9644910573959318,470.0,2.559936761856082
layer3,2,input_pos,4.0,R_pos2_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_neg,4.0,R_neg2_4,3979.634080951077,Ω,4019.9999999999995,1.0143123269080958,3900.0,2.0010402798652693
layer3,2,input_pos,5.0,R_pos2_5,1756.8425870668855,Ω,1740.0,0.9586850404739335,1800.0,2.4565327167511035
layer3,2,input_neg,5.0,R_neg2_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_pos,6.0,R_pos2_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,input_neg,6.0,R_neg2_6,215.72009235072085,Ω,215.0,0.33380866050720515,220.00000000000003,1.9840097427368264
layer3,2,bias_pos,,R_bias_pos2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,2,bias_neg,,R_bias_neg2,28871.074552605853,Ω,28700.0,0.5925465375185066,30000.0,3.9102301001548714
layer3,2,sampling_pos,,Rin_pos2,1.0,Ω,1.0,0.0,1.0,0.0
layer3,2,sampling_neg,,Rin_neg2,1.0,Ω,1.0,0.0,1.0,0.0
layer3,2,differential_pos,,R1_pos2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,2,differential_neg,,R1_neg2,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,2,feedback_pos,,R2_pos2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,2,feedback_neg,,R2_neg2,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,3,input_pos,1.0,R_pos3_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_neg,1.0,R_neg3_1,4277.737800129565,Ω,4320.0,0.9879567623138399,4300.0,0.5204199254512758
layer3,3,input_pos,2.0,R_pos3_2,1161.0718125123965,Ω,1150.0,0.9535855054855429,1200.0,3.3527803421020423
layer3,3,input_neg,2.0,R_neg3_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_pos,3.0,R_pos3_3,2166.871216830988,Ω,2150.0,0.7785980403423282,2200.0,1.5288764238357573
layer3,3,input_neg,3.0,R_neg3_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_pos,4.0,R_pos3_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_neg,4.0,R_neg3_4,1506.81339968005,Ω,1500.0,0.4521727561950752,1500.0,0.4521727561950752
layer3,3,input_pos,5.0,R_pos3_5,1159.2894463246291,Ω,1150.0,0.801305174827569,1200.0,3.5116815567016673
layer3,3,input_neg,5.0,R_neg3_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_pos,6.0,R_pos3_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,input_neg,6.0,R_neg3_6,1468.7015731721217,Ω,1470.0,0.088406443595886,1500.0,2.131026983261108
layer3,3,bias_pos,,R_bias_pos3,68522.95509352633,Ω,68100.0,0.6172458454966481,68000.0,0.7631823420524533
layer3,3,bias_neg,,R_bias_neg3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,3,sampling_pos,,Rin_pos3,1.0,Ω,1.0,0.0,1.0,0.0
layer3,3,sampling_neg,,Rin_neg3,1.0,Ω,1.0,0.0,1.0,0.0
layer3,3,differential_pos,,R1_pos3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,3,differential_neg,,R1_neg3,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,3,feedback_pos,,R2_pos3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,3,feedback_neg,,R2_neg3,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,4,input_pos,1.0,R_pos4_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_neg,1.0,R_neg4_1,224669.97043017278,Ω,225999.99999999997,0.591992586851106,220000.00000000003,2.078591287136066
layer3,4,input_pos,2.0,R_pos4_2,1575.3076960635185,Ω,1580.0,0.2978658676147478,1600.0,1.5674591064453143
layer3,4,input_neg,2.0,R_neg4_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_pos,3.0,R_pos4_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_neg,3.0,R_neg4_3,2010.4573111363425,Ω,2000.0,0.5201458930969208,2000.0,0.5201458930969208
layer3,4,input_pos,4.0,R_pos4_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_neg,4.0,R_neg4_4,731.0106980559035,Ω,732.0,0.13533344268798103,750.0,2.597677707672112
layer3,4,input_pos,5.0,R_pos4_5,992.6941444402565,Ω,976.0,1.6817007064819292,910.0,8.330274224281307
layer3,4,input_neg,5.0,R_neg4_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,input_pos,6.0,R_pos4_6,648.0360785009295,Ω,649.0,0.14874503612518902,620.0,4.326314449310297
layer3,4,input_neg,6.0,R_neg4_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,bias_pos,,R_bias_pos4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,4,bias_neg,,R_bias_neg4,101960.54640443782,Ω,102000.0,0.03869496285914958,100000.0,1.9228480756282849
layer3,4,sampling_pos,,Rin_pos4,1.0,Ω,1.0,0.0,1.0,0.0
layer3,4,sampling_neg,,Rin_neg4,1.0,Ω,1.0,0.0,1.0,0.0
layer3,4,differential_pos,,R1_pos4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,4,differential_neg,,R1_neg4,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,4,feedback_pos,,R2_pos4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,4,feedback_neg,,R2_neg4,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,5,input_pos,1.0,R_pos5_1,65347.20146919277,Ω,64900.0,0.6843467801809342,68000.0,4.059544205665585
layer3,5,input_neg,1.0,R_neg5_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,2.0,R_pos5_2,4078.548423022705,Ω,4120.0,1.0163316130638087,3900.0,4.3777443468570745
layer3,5,input_neg,2.0,R_neg5_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,3.0,R_pos5_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,3.0,R_neg5_3,3901.4154744698003,Ω,3920.0,0.4763534069061261,3900.0,0.03628104925155821
layer3,5,input_pos,4.0,R_pos5_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,4.0,R_neg5_4,3705.4414094145313,Ω,3740.0,0.9326443672180208,3600.0,2.8455829620361297
layer3,5,input_pos,5.0,R_pos5_5,877.186664299229,Ω,886.9999999999999,1.1187283277511473,910.0,3.740747213363648
layer3,5,input_neg,5.0,R_neg5_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_pos,6.0,R_pos5_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,input_neg,6.0,R_neg5_6,426.74854001327157,Ω,422.0,1.1127255439758246,430.0,0.7619147300720271
layer3,5,bias_pos,,R_bias_pos5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,5,bias_neg,,R_bias_neg5,22376.304389577686,Ω,22599.999999999996,0.9996986389160032,22000.0,1.6817092895507777
layer3,5,sampling_pos,,Rin_pos5,1.0,Ω,1.0,0.0,1.0,0.0
layer3,5,sampling_neg,,Rin_neg5,1.0,Ω,1.0,0.0,1.0,0.0
layer3,5,differential_pos,,R1_pos5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,5,differential_neg,,R1_neg5,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,5,feedback_pos,,R2_pos5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,5,feedback_neg,,R2_neg5,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
layer3,6,input_pos,1.0,R_pos6_1,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_neg,1.0,R_neg6_1,881.304883859096,Ω,886.9999999999999,0.6462140679359322,910.0,3.2559806108474745
layer3,6,input_pos,2.0,R_pos6_2,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_neg,2.0,R_neg6_2,1201.206216894225,Ω,1210.0,0.732079386711112,1200.0,0.10041713714600467
layer3,6,input_pos,3.0,R_pos6_3,2265.4022958085534,Ω,2260.0,0.23846960067749187,2200.0,2.8870058059692396
layer3,6,input_neg,3.0,R_neg6_3,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,4.0,R_pos6_4,3251.3092906463903,Ω,3240.0,0.34783804416656766,3300.0,1.4975723624229405
layer3,6,input_neg,4.0,R_neg6_4,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,5.0,R_pos6_5,4437.031532680834,Ω,4420.0,0.38384971022605485,4300.0,3.0883605778217276
layer3,6,input_neg,5.0,R_neg6_5,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,input_pos,6.0,R_pos6_6,2584.057171663622,Ω,2610.0,1.003957211971286,2700.0,4.486852288246158
layer3,6,input_neg,6.0,R_neg6_6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,bias_pos,,R_bias_pos6,160317.89156067502,Ω,162000.0,1.0492331348359545,160000.0,0.19828826189041532
layer3,6,bias_neg,,R_bias_neg6,1000000000.0,Ω,1000000000.0,0.0,1000000000.0,0.0
layer3,6,sampling_pos,,Rin_pos6,1.0,Ω,1.0,0.0,1.0,0.0
layer3,6,sampling_neg,,Rin_neg6,1.0,Ω,1.0,0.0,1.0,0.0
layer3,6,differential_pos,,R1_pos6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,6,differential_neg,,R1_neg6,499.5004995004995,Ω,499.0,0.10019999999999442,509.99999999999994,2.1019999999999945
layer3,6,feedback_pos,,R2_pos6,500000.0,Ω,499000.0,0.2,509999.99999999994,1.9999999999999882
